#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  2901   0.276741E+02  -0.183031E+01   0.925956E-07  -0.183031E+01   0.154782E+01   0.931822E-08   0.925956E-07   0.931822E-08   0.611140E-09
  2902   0.276340E+02  -0.184636E+01   0.923255E-07  -0.184636E+01   0.154410E+01   0.926882E-08   0.923255E-07   0.926882E-08   0.610625E-09
  2903   0.275953E+02  -0.186222E+01   0.920603E-07  -0.186222E+01   0.154027E+01   0.921887E-08   0.920603E-07   0.921887E-08   0.610110E-09
  2904   0.275576E+02  -0.187786E+01   0.917974E-07  -0.187786E+01   0.153631E+01   0.916613E-08   0.917974E-07   0.916613E-08   0.609596E-09
  2905   0.275212E+02  -0.189329E+01   0.915479E-07  -0.189329E+01   0.153225E+01   0.911532E-08   0.915479E-07   0.911532E-08   0.609083E-09
  2906   0.274859E+02  -0.190850E+01   0.913116E-07  -0.190850E+01   0.152806E+01   0.906780E-08   0.913116E-07   0.906780E-08   0.608570E-09
  2907   0.274517E+02  -0.192349E+01   0.910861E-07  -0.192349E+01   0.152377E+01   0.901978E-08   0.910861E-07   0.901978E-08   0.608058E-09
  2908   0.274186E+02  -0.193824E+01   0.908637E-07  -0.193824E+01   0.151935E+01   0.896899E-08   0.908637E-07   0.896899E-08   0.607546E-09
  2909   0.273866E+02  -0.195275E+01   0.906493E-07  -0.195275E+01   0.151484E+01   0.891979E-08   0.906493E-07   0.891979E-08   0.607035E-09
  2910   0.273557E+02  -0.196702E+01   0.904335E-07  -0.196702E+01   0.151019E+01   0.886800E-08   0.904335E-07   0.886800E-08   0.606524E-09
  2911   0.273258E+02  -0.198105E+01   0.902197E-07  -0.198105E+01   0.150546E+01   0.881560E-08   0.902197E-07   0.881560E-08   0.606014E-09
  2912   0.272969E+02  -0.199481E+01   0.900022E-07  -0.199481E+01   0.150060E+01   0.876041E-08   0.900022E-07   0.876041E-08   0.605504E-09
  2913   0.272690E+02  -0.200832E+01   0.897881E-07  -0.200832E+01   0.149565E+01   0.870458E-08   0.897881E-07   0.870458E-08   0.604995E-09
  2914   0.272420E+02  -0.202156E+01   0.895764E-07  -0.202156E+01   0.149059E+01   0.864602E-08   0.895764E-07   0.864602E-08   0.604486E-09
  2915   0.272160E+02  -0.203454E+01   0.893751E-07  -0.203454E+01   0.148543E+01   0.858679E-08   0.893751E-07   0.858679E-08   0.603978E-09
  2916   0.271909E+02  -0.204724E+01   0.891804E-07  -0.204724E+01   0.148016E+01   0.852487E-08   0.891804E-07   0.852487E-08   0.603471E-09
  2917   0.271667E+02  -0.205966E+01   0.890013E-07  -0.205966E+01   0.147480E+01   0.847064E-08   0.890013E-07   0.847064E-08   0.602964E-09
  2918   0.271433E+02  -0.207180E+01   0.888263E-07  -0.207180E+01   0.146933E+01   0.841410E-08   0.888263E-07   0.841410E-08   0.602457E-09
  2919   0.271208E+02  -0.208365E+01   0.886575E-07  -0.208365E+01   0.146377E+01   0.835696E-08   0.886575E-07   0.835696E-08   0.601951E-09
  2920   0.270991E+02  -0.209521E+01   0.884880E-07  -0.209521E+01   0.145811E+01   0.829874E-08   0.884880E-07   0.829874E-08   0.601446E-09
  2921   0.270782E+02  -0.210647E+01   0.883198E-07  -0.210647E+01   0.145237E+01   0.824089E-08   0.883198E-07   0.824089E-08   0.600941E-09
  2922   0.270581E+02  -0.211743E+01   0.881474E-07  -0.211743E+01   0.144652E+01   0.818065E-08   0.881474E-07   0.818065E-08   0.600437E-09
  2923   0.270387E+02  -0.212810E+01   0.879774E-07  -0.212810E+01   0.144059E+01   0.811989E-08   0.879774E-07   0.811989E-08   0.599933E-09
  2924   0.270200E+02  -0.213844E+01   0.878088E-07  -0.213844E+01   0.143456E+01   0.805671E-08   0.878088E-07   0.805671E-08   0.599429E-09
  2925   0.270021E+02  -0.214849E+01   0.876496E-07  -0.214849E+01   0.142846E+01   0.799306E-08   0.876496E-07   0.799306E-08   0.598927E-09
  2926   0.269848E+02  -0.215821E+01   0.874973E-07  -0.215821E+01   0.142227E+01   0.792700E-08   0.874973E-07   0.792700E-08   0.598424E-09
  2927   0.269682E+02  -0.216762E+01   0.873560E-07  -0.216762E+01   0.141600E+01   0.786048E-08   0.873560E-07   0.786048E-08   0.597922E-09
  2928   0.269521E+02  -0.217671E+01   0.872225E-07  -0.217671E+01   0.140963E+01   0.779702E-08   0.872225E-07   0.779702E-08   0.597421E-09
  2929   0.269367E+02  -0.218548E+01   0.870975E-07  -0.218548E+01   0.140320E+01   0.773616E-08   0.870975E-07   0.773616E-08   0.596920E-09
  2930   0.269219E+02  -0.219391E+01   0.869732E-07  -0.219391E+01   0.139668E+01   0.767298E-08   0.869732E-07   0.767298E-08   0.596420E-09
  2931   0.269076E+02  -0.220203E+01   0.868511E-07  -0.220203E+01   0.139010E+01   0.760988E-08   0.868511E-07   0.760988E-08   0.595920E-09
  2932   0.268938E+02  -0.220981E+01   0.867262E-07  -0.220981E+01   0.138343E+01   0.754609E-08   0.867262E-07   0.754609E-08   0.595421E-09
  2933   0.268806E+02  -0.221726E+01   0.866028E-07  -0.221726E+01   0.137671E+01   0.748180E-08   0.866028E-07   0.748180E-08   0.594923E-09
  2934   0.268677E+02  -0.222437E+01   0.864805E-07  -0.222437E+01   0.136990E+01   0.741528E-08   0.864805E-07   0.741528E-08   0.594424E-09
  2935   0.268554E+02  -0.223115E+01   0.863668E-07  -0.223115E+01   0.136303E+01   0.734822E-08   0.863668E-07   0.734822E-08   0.593927E-09
  2936   0.268435E+02  -0.223758E+01   0.862598E-07  -0.223758E+01   0.135609E+01   0.727893E-08   0.862598E-07   0.727893E-08   0.593430E-09
  2937   0.268320E+02  -0.224368E+01   0.861628E-07  -0.224368E+01   0.134909E+01   0.720904E-08   0.861628E-07   0.720904E-08   0.592933E-09
  2938   0.268209E+02  -0.224943E+01   0.860757E-07  -0.224943E+01   0.134203E+01   0.713700E-08   0.860757E-07   0.713700E-08   0.592437E-09
  2939   0.268101E+02  -0.225485E+01   0.859953E-07  -0.225485E+01   0.133491E+01   0.706696E-08   0.859953E-07   0.706696E-08   0.591941E-09
  2940   0.267996E+02  -0.225991E+01   0.859191E-07  -0.225991E+01   0.132773E+01   0.700049E-08   0.859191E-07   0.700049E-08   0.591446E-09
  2941   0.267895E+02  -0.226464E+01   0.858422E-07  -0.226464E+01   0.132050E+01   0.693325E-08   0.858422E-07   0.693325E-08   0.590952E-09
  2942   0.267796E+02  -0.226901E+01   0.857641E-07  -0.226901E+01   0.131321E+01   0.686390E-08   0.857641E-07   0.686390E-08   0.590457E-09
  2943   0.267701E+02  -0.227304E+01   0.856838E-07  -0.227304E+01   0.130588E+01   0.679599E-08   0.856838E-07   0.679599E-08   0.589964E-09
  2944   0.267607E+02  -0.227672E+01   0.856055E-07  -0.227672E+01   0.129849E+01   0.672607E-08   0.856055E-07   0.672607E-08   0.589471E-09
  2945   0.267516E+02  -0.228006E+01   0.855305E-07  -0.228006E+01   0.129106E+01   0.665563E-08   0.855305E-07   0.665563E-08   0.588978E-09
  2946   0.267426E+02  -0.228305E+01   0.854631E-07  -0.228305E+01   0.128359E+01   0.658424E-08   0.854631E-07   0.658424E-08   0.588486E-09
  2947   0.267338E+02  -0.228567E+01   0.854033E-07  -0.228567E+01   0.127606E+01   0.651039E-08   0.854033E-07   0.651039E-08   0.587995E-09
  2948   0.267252E+02  -0.228797E+01   0.853547E-07  -0.228797E+01   0.126851E+01   0.643657E-08   0.853547E-07   0.643657E-08   0.587504E-09
  2949   0.267166E+02  -0.228989E+01   0.853123E-07  -0.228989E+01   0.126090E+01   0.636038E-08   0.853123E-07   0.636038E-08   0.587013E-09
  2950   0.267082E+02  -0.229149E+01   0.852761E-07  -0.229149E+01   0.125328E+01   0.628427E-08   0.852761E-07   0.628427E-08   0.586523E-09
  2951   0.266998E+02  -0.229272E+01   0.852366E-07  -0.229272E+01   0.124560E+01   0.621399E-08   0.852366E-07   0.621399E-08   0.586033E-09
  2952   0.266915E+02  -0.229362E+01   0.851975E-07  -0.229362E+01   0.123791E+01   0.614369E-08   0.851975E-07   0.614369E-08   0.585544E-09
  2953   0.266832E+02  -0.229415E+01   0.851562E-07  -0.229415E+01   0.123018E+01   0.607105E-08   0.851562E-07   0.607105E-08   0.585056E-09
  2954   0.266749E+02  -0.229436E+01   0.851171E-07  -0.229436E+01   0.122243E+01   0.599969E-08   0.851171E-07   0.599969E-08   0.584568E-09
  2955   0.266666E+02  -0.229420E+01   0.850794E-07  -0.229420E+01   0.121464E+01   0.592691E-08   0.850794E-07   0.592691E-08   0.584080E-09
  2956   0.266583E+02  -0.229371E+01   0.850492E-07  -0.229371E+01   0.120684E+01   0.585413E-08   0.850492E-07   0.585413E-08   0.583593E-09
  2957   0.266498E+02  -0.229287E+01   0.850259E-07  -0.229287E+01   0.119901E+01   0.577913E-08   0.850259E-07   0.577913E-08   0.583107E-09
  2958   0.266414E+02  -0.229170E+01   0.850139E-07  -0.229170E+01   0.119118E+01   0.570417E-08   0.850139E-07   0.570417E-08   0.582621E-09
  2959   0.266328E+02  -0.229016E+01   0.850096E-07  -0.229016E+01   0.118331E+01   0.562712E-08   0.850096E-07   0.562712E-08   0.582135E-09
  2960   0.266241E+02  -0.228832E+01   0.850130E-07  -0.228832E+01   0.117544E+01   0.555007E-08   0.850130E-07   0.555007E-08   0.581650E-09
  2961   0.266153E+02  -0.228611E+01   0.850183E-07  -0.228611E+01   0.116755E+01   0.547095E-08   0.850183E-07   0.547095E-08   0.581166E-09
  2962   0.266063E+02  -0.228359E+01   0.850209E-07  -0.228359E+01   0.115966E+01   0.539708E-08   0.850209E-07   0.539708E-08   0.580682E-09
  2963   0.265971E+02  -0.228071E+01   0.850203E-07  -0.228071E+01   0.115175E+01   0.532370E-08   0.850203E-07   0.532370E-08   0.580198E-09
  2964   0.265878E+02  -0.227753E+01   0.850222E-07  -0.227753E+01   0.114385E+01   0.525009E-08   0.850222E-07   0.525009E-08   0.579715E-09
  2965   0.265781E+02  -0.227399E+01   0.850248E-07  -0.227399E+01   0.113593E+01   0.517487E-08   0.850248E-07   0.517487E-08   0.579232E-09
  2966   0.265684E+02  -0.227015E+01   0.850320E-07  -0.227015E+01   0.112802E+01   0.510090E-08   0.850320E-07   0.510090E-08   0.578750E-09
  2967   0.265582E+02  -0.226596E+01   0.850453E-07  -0.226596E+01   0.112010E+01   0.502488E-08   0.850453E-07   0.502488E-08   0.578269E-09
  2968   0.265479E+02  -0.226148E+01   0.850689E-07  -0.226148E+01   0.111220E+01   0.494872E-08   0.850689E-07   0.494872E-08   0.577788E-09
  2969   0.265372E+02  -0.225665E+01   0.851000E-07  -0.225665E+01   0.110429E+01   0.487061E-08   0.851000E-07   0.487061E-08   0.577307E-09
  2970   0.265263E+02  -0.225153E+01   0.851384E-07  -0.225153E+01   0.109640E+01   0.479239E-08   0.851384E-07   0.479239E-08   0.576827E-09
  2971   0.265150E+02  -0.224607E+01   0.851782E-07  -0.224607E+01   0.108850E+01   0.471240E-08   0.851782E-07   0.471240E-08   0.576347E-09
  2972   0.265034E+02  -0.224033E+01   0.852196E-07  -0.224033E+01   0.108063E+01   0.463245E-08   0.852196E-07   0.463245E-08   0.575868E-09
  2973   0.264914E+02  -0.223425E+01   0.852565E-07  -0.223425E+01   0.107276E+01   0.455336E-08   0.852565E-07   0.455336E-08   0.575390E-09
  2974   0.264790E+02  -0.222790E+01   0.852888E-07  -0.222790E+01   0.106491E+01   0.447917E-08   0.852888E-07   0.447917E-08   0.574912E-09
  2975   0.264662E+02  -0.222122E+01   0.853210E-07  -0.222122E+01   0.105708E+01   0.440322E-08   0.853210E-07   0.440322E-08   0.574434E-09
  2976   0.264531E+02  -0.221427E+01   0.853582E-07  -0.221427E+01   0.104927E+01   0.432716E-08   0.853582E-07   0.432716E-08   0.573957E-09
  2977   0.264394E+02  -0.220700E+01   0.853998E-07  -0.220700E+01   0.104147E+01   0.425116E-08   0.853998E-07   0.425116E-08   0.573480E-09
  2978   0.264254E+02  -0.219946E+01   0.854516E-07  -0.219946E+01   0.103371E+01   0.417515E-08   0.854516E-07   0.417515E-08   0.573004E-09
  2979   0.264109E+02  -0.219162E+01   0.855109E-07  -0.219162E+01   0.102596E+01   0.409756E-08   0.855109E-07   0.409756E-08   0.572528E-09
  2980   0.263959E+02  -0.218351E+01   0.855784E-07  -0.218351E+01   0.101825E+01   0.401991E-08   0.855784E-07   0.401991E-08   0.572053E-09
  2981   0.263804E+02  -0.217511E+01   0.856484E-07  -0.217511E+01   0.101056E+01   0.394077E-08   0.856484E-07   0.394077E-08   0.571578E-09
  2982   0.263645E+02  -0.216645E+01   0.857212E-07  -0.216645E+01   0.100290E+01   0.386162E-08   0.857212E-07   0.386162E-08   0.571104E-09
  2983   0.263480E+02  -0.215750E+01   0.857929E-07  -0.215750E+01   0.995275E+00   0.378110E-08   0.857929E-07   0.378110E-08   0.570630E-09
  2984   0.263310E+02  -0.214830E+01   0.858658E-07  -0.214830E+01   0.987690E+00   0.370081E-08   0.858658E-07   0.370081E-08   0.570157E-09
  2985   0.263135E+02  -0.213882E+01   0.859280E-07  -0.213882E+01   0.980132E+00   0.362616E-08   0.859280E-07   0.362616E-08   0.569684E-09
  2986   0.262954E+02  -0.212911E+01   0.859947E-07  -0.212911E+01   0.972621E+00   0.355137E-08   0.859947E-07   0.355137E-08   0.569212E-09
  2987   0.262767E+02  -0.211912E+01   0.860673E-07  -0.211912E+01   0.965141E+00   0.347503E-08   0.860673E-07   0.347503E-08   0.568740E-09
  2988   0.262575E+02  -0.210891E+01   0.861486E-07  -0.210891E+01   0.957712E+00   0.339962E-08   0.861486E-07   0.339962E-08   0.568268E-09
  2989   0.262377E+02  -0.209842E+01   0.862372E-07  -0.209842E+01   0.950316E+00   0.332345E-08   0.862372E-07   0.332345E-08   0.567798E-09
  2990   0.262173E+02  -0.208773E+01   0.863345E-07  -0.208773E+01   0.942975E+00   0.324704E-08   0.863345E-07   0.324704E-08   0.567327E-09
  2991   0.261963E+02  -0.207677E+01   0.864351E-07  -0.207677E+01   0.935672E+00   0.316920E-08   0.864351E-07   0.316920E-08   0.566857E-09
  2992   0.261747E+02  -0.206561E+01   0.865386E-07  -0.206561E+01   0.928425E+00   0.309118E-08   0.865386E-07   0.309118E-08   0.566388E-09
  2993   0.261524E+02  -0.205420E+01   0.866414E-07  -0.205420E+01   0.921220E+00   0.301183E-08   0.866414E-07   0.301183E-08   0.565919E-09
  2994   0.261296E+02  -0.204260E+01   0.867445E-07  -0.204260E+01   0.914075E+00   0.293235E-08   0.867445E-07   0.293235E-08   0.565450E-09
  2995   0.261060E+02  -0.203076E+01   0.868458E-07  -0.203076E+01   0.906975E+00   0.285172E-08   0.868458E-07   0.285172E-08   0.564982E-09
  2996   0.260819E+02  -0.201872E+01   0.869407E-07  -0.201872E+01   0.899938E+00   0.277568E-08   0.869407E-07   0.277568E-08   0.564515E-09
  2997   0.260570E+02  -0.200647E+01   0.870355E-07  -0.200647E+01   0.892949E+00   0.270049E-08   0.870355E-07   0.270049E-08   0.564048E-09
  2998   0.260316E+02  -0.199404E+01   0.871394E-07  -0.199404E+01   0.886025E+00   0.262517E-08   0.871394E-07   0.262517E-08   0.563581E-09
  2999   0.260054E+02  -0.198139E+01   0.872503E-07  -0.198139E+01   0.879154E+00   0.254914E-08   0.872503E-07   0.254914E-08   0.563115E-09
  3000   0.259786E+02  -0.196857E+01   0.873680E-07  -0.196857E+01   0.872349E+00   0.247417E-08   0.873680E-07   0.247417E-08   0.562649E-09
  3001   0.259510E+02  -0.195555E+01   0.874900E-07  -0.195555E+01   0.865600E+00   0.239809E-08   0.874900E-07   0.239809E-08   0.562184E-09
  3002   0.259228E+02  -0.194237E+01   0.876161E-07  -0.194237E+01   0.858921E+00   0.232195E-08   0.876161E-07   0.232195E-08   0.561719E-09
  3003   0.258938E+02  -0.192900E+01   0.877417E-07  -0.192900E+01   0.852300E+00   0.224480E-08   0.877417E-07   0.224480E-08   0.561255E-09
  3004   0.258642E+02  -0.191548E+01   0.878670E-07  -0.191548E+01   0.845751E+00   0.216758E-08   0.878670E-07   0.216758E-08   0.560791E-09
  3005   0.258338E+02  -0.190178E+01   0.879895E-07  -0.190178E+01   0.839264E+00   0.208950E-08   0.879895E-07   0.208950E-08   0.560328E-09
  3006   0.258027E+02  -0.188794E+01   0.881136E-07  -0.188794E+01   0.832850E+00   0.201153E-08   0.881136E-07   0.201153E-08   0.559865E-09
  3007   0.257709E+02  -0.187393E+01   0.882355E-07  -0.187393E+01   0.826501E+00   0.193507E-08   0.882355E-07   0.193507E-08   0.559403E-09
  3008   0.257384E+02  -0.185979E+01   0.883573E-07  -0.185979E+01   0.820228E+00   0.186250E-08   0.883573E-07   0.186250E-08   0.558941E-09
  3009   0.257051E+02  -0.184550E+01   0.884867E-07  -0.184550E+01   0.814021E+00   0.178906E-08   0.884867E-07   0.178906E-08   0.558479E-09
  3010   0.256712E+02  -0.183109E+01   0.886255E-07  -0.183109E+01   0.807893E+00   0.171562E-08   0.886255E-07   0.171562E-08   0.558018E-09
  3011   0.256364E+02  -0.181653E+01   0.887668E-07  -0.181653E+01   0.801834E+00   0.164276E-08   0.887668E-07   0.164276E-08   0.557558E-09
  3012   0.256010E+02  -0.180187E+01   0.889136E-07  -0.180187E+01   0.795855E+00   0.156989E-08   0.889136E-07   0.156989E-08   0.557098E-09
  3013   0.255648E+02  -0.178708E+01   0.890613E-07  -0.178708E+01   0.789947E+00   0.149616E-08   0.890613E-07   0.149616E-08   0.556638E-09
  3014   0.255279E+02  -0.177219E+01   0.892093E-07  -0.177219E+01   0.784121E+00   0.142233E-08   0.892093E-07   0.142233E-08   0.556179E-09
  3015   0.254902E+02  -0.175717E+01   0.893547E-07  -0.175717E+01   0.778368E+00   0.134771E-08   0.893547E-07   0.134771E-08   0.555720E-09
  3016   0.254518E+02  -0.174208E+01   0.895013E-07  -0.174208E+01   0.772699E+00   0.127299E-08   0.895013E-07   0.127299E-08   0.555262E-09
  3017   0.254126E+02  -0.172687E+01   0.896498E-07  -0.172687E+01   0.767105E+00   0.119746E-08   0.896498E-07   0.119746E-08   0.554804E-09
  3018   0.253728E+02  -0.171159E+01   0.898045E-07  -0.171159E+01   0.761597E+00   0.112217E-08   0.898045E-07   0.112217E-08   0.554347E-09
  3019   0.253321E+02  -0.169622E+01   0.899505E-07  -0.169622E+01   0.756166E+00   0.105147E-08   0.899505E-07   0.105147E-08   0.553890E-09
  3020   0.252908E+02  -0.168078E+01   0.901052E-07  -0.168078E+01   0.750821E+00   0.980704E-09   0.901052E-07   0.980704E-09   0.553434E-09
  3021   0.252486E+02  -0.166525E+01   0.902651E-07  -0.166525E+01   0.745555E+00   0.909272E-09   0.902651E-07   0.909272E-09   0.552978E-09
  3022   0.252058E+02  -0.164968E+01   0.904287E-07  -0.164968E+01   0.740377E+00   0.838589E-09   0.904287E-07   0.838589E-09   0.552522E-09
  3023   0.251622E+02  -0.163403E+01   0.905911E-07  -0.163403E+01   0.735279E+00   0.767838E-09   0.905911E-07   0.767838E-09   0.552067E-09
  3024   0.251179E+02  -0.161834E+01   0.907540E-07  -0.161834E+01   0.730270E+00   0.697024E-09   0.907540E-07   0.697024E-09   0.551613E-09
  3025   0.250728E+02  -0.160259E+01   0.909143E-07  -0.160259E+01   0.725343E+00   0.625635E-09   0.909143E-07   0.625635E-09   0.551159E-09
  3026   0.250271E+02  -0.158681E+01   0.910746E-07  -0.158681E+01   0.720506E+00   0.554202E-09   0.910746E-07   0.554202E-09   0.550705E-09
  3027   0.249805E+02  -0.157098E+01   0.912351E-07  -0.157098E+01   0.715753E+00   0.482298E-09   0.912351E-07   0.482298E-09   0.550252E-09
  3028   0.249333E+02  -0.155513E+01   0.914011E-07  -0.155513E+01   0.711089E+00   0.410435E-09   0.914011E-07   0.410435E-09   0.549799E-09
  3029   0.248853E+02  -0.153924E+01   0.915722E-07  -0.153924E+01   0.706511E+00   0.338262E-09   0.915722E-07   0.338262E-09   0.549347E-09
  3030   0.248367E+02  -0.152335E+01   0.917398E-07  -0.152335E+01   0.702023E+00   0.269697E-09   0.917398E-07   0.269697E-09   0.548895E-09
  3031   0.247873E+02  -0.150743E+01   0.919085E-07  -0.150743E+01   0.697621E+00   0.202105E-09   0.919085E-07   0.202105E-09   0.548444E-09
  3032   0.247372E+02  -0.149151E+01   0.920842E-07  -0.149151E+01   0.693311E+00   0.134663E-09   0.920842E-07   0.134663E-09   0.547993E-09
  3033   0.246864E+02  -0.147558E+01   0.922603E-07  -0.147558E+01   0.689087E+00   0.672857E-10   0.922603E-07   0.672857E-10   0.547543E-09
  3034   0.246349E+02  -0.145966E+01   0.924342E-07  -0.145966E+01   0.684955E+00   0.878029E-12   0.924342E-07   0.878029E-12   0.547093E-09
  3035   0.245827E+02  -0.144373E+01   0.926051E-07  -0.144373E+01   0.680910E+00  -0.658193E-10   0.926051E-07  -0.658193E-10   0.546643E-09
  3036   0.245299E+02  -0.142783E+01   0.927764E-07  -0.142783E+01   0.676958E+00  -0.132445E-09   0.927764E-07  -0.132445E-09   0.546194E-09
  3037   0.244764E+02  -0.141195E+01   0.929476E-07  -0.141195E+01   0.673096E+00  -0.199073E-09   0.929476E-07  -0.199073E-09   0.545745E-09
  3038   0.244221E+02  -0.139609E+01   0.931240E-07  -0.139609E+01   0.669321E+00  -0.266065E-09   0.931240E-07  -0.266065E-09   0.545297E-09
  3039   0.243673E+02  -0.138026E+01   0.933054E-07  -0.138026E+01   0.665639E+00  -0.332935E-09   0.933054E-07  -0.332935E-09   0.544849E-09
