#    L    TT             EE             TE             PP             TP          
  5245   0.106366E+00   0.269347E-02  -0.297397E-02   0.491026E+04   0.295824E+00
  5246   0.106096E+00   0.268323E-02  -0.295477E-02   0.490666E+04   0.295526E+00
  5247   0.105825E+00   0.267302E-02  -0.293543E-02   0.490306E+04   0.295200E+00
  5248   0.105555E+00   0.266287E-02  -0.291600E-02   0.489946E+04   0.294869E+00
  5249   0.105283E+00   0.265276E-02  -0.289643E-02   0.489587E+04   0.294534E+00
  5250   0.105011E+00   0.264270E-02  -0.287677E-02   0.489228E+04   0.294227E+00
  5251   0.104738E+00   0.263269E-02  -0.285699E-02   0.488869E+04   0.293942E+00
  5252   0.104465E+00   0.262273E-02  -0.283712E-02   0.488510E+04   0.293695E+00
  5253   0.104191E+00   0.261281E-02  -0.281713E-02   0.488152E+04   0.293463E+00
  5254   0.103917E+00   0.260296E-02  -0.279708E-02   0.487794E+04   0.293238E+00
  5255   0.103642E+00   0.259315E-02  -0.277691E-02   0.487436E+04   0.292984E+00
  5256   0.103367E+00   0.258340E-02  -0.275669E-02   0.487078E+04   0.292703E+00
  5257   0.103091E+00   0.257369E-02  -0.273636E-02   0.486721E+04   0.292381E+00
  5258   0.102815E+00   0.256405E-02  -0.271598E-02   0.486363E+04   0.292049E+00
  5259   0.102537E+00   0.255446E-02  -0.269551E-02   0.486006E+04   0.291712E+00
  5260   0.102260E+00   0.254493E-02  -0.267500E-02   0.485650E+04   0.291400E+00
  5261   0.101982E+00   0.253545E-02  -0.265441E-02   0.485293E+04   0.291114E+00
  5262   0.101704E+00   0.252604E-02  -0.263378E-02   0.484937E+04   0.290861E+00
  5263   0.101424E+00   0.251668E-02  -0.261308E-02   0.484581E+04   0.290620E+00
  5264   0.101145E+00   0.250739E-02  -0.259236E-02   0.484225E+04   0.290394E+00
  5265   0.100865E+00   0.249815E-02  -0.257157E-02   0.483870E+04   0.290152E+00
  5266   0.100585E+00   0.248897E-02  -0.255077E-02   0.483515E+04   0.289891E+00
  5267   0.100304E+00   0.247986E-02  -0.252992E-02   0.483160E+04   0.289591E+00
  5268   0.100023E+00   0.247081E-02  -0.250906E-02   0.482805E+04   0.289268E+00
  5269   0.997406E-01   0.246182E-02  -0.248816E-02   0.482450E+04   0.288928E+00
  5270   0.994589E-01   0.245289E-02  -0.246726E-02   0.482096E+04   0.288608E+00
  5271   0.991759E-01   0.244403E-02  -0.244634E-02   0.481742E+04   0.288312E+00
  5272   0.988933E-01   0.243524E-02  -0.242542E-02   0.481388E+04   0.288059E+00
  5273   0.986095E-01   0.242650E-02  -0.240449E-02   0.481035E+04   0.287825E+00
  5274   0.983261E-01   0.241784E-02  -0.238357E-02   0.480681E+04   0.287603E+00
  5275   0.980415E-01   0.240923E-02  -0.236265E-02   0.480328E+04   0.287366E+00
  5276   0.977574E-01   0.240070E-02  -0.234176E-02   0.479975E+04   0.287113E+00
  5277   0.974721E-01   0.239223E-02  -0.232087E-02   0.479623E+04   0.286827E+00
  5278   0.971873E-01   0.238383E-02  -0.230001E-02   0.479270E+04   0.286524E+00
  5279   0.969013E-01   0.237550E-02  -0.227917E-02   0.478918E+04   0.286197E+00
  5280   0.966158E-01   0.236723E-02  -0.225838E-02   0.478566E+04   0.285877E+00
  5281   0.963292E-01   0.235904E-02  -0.223760E-02   0.478215E+04   0.285569E+00
  5282   0.960431E-01   0.235091E-02  -0.221689E-02   0.477863E+04   0.285299E+00
  5283   0.957559E-01   0.234285E-02  -0.219620E-02   0.477512E+04   0.285058E+00
  5284   0.954693E-01   0.233486E-02  -0.217558E-02   0.477161E+04   0.284845E+00
  5285   0.951816E-01   0.232694E-02  -0.215500E-02   0.476811E+04   0.284622E+00
  5286   0.948945E-01   0.231909E-02  -0.213449E-02   0.476460E+04   0.284382E+00
  5287   0.946069E-01   0.231131E-02  -0.211403E-02   0.476110E+04   0.284109E+00
  5288   0.943187E-01   0.230359E-02  -0.209366E-02   0.475760E+04   0.283806E+00
  5289   0.940307E-01   0.229595E-02  -0.207334E-02   0.475410E+04   0.283492E+00
  5290   0.937422E-01   0.228838E-02  -0.205312E-02   0.475061E+04   0.283177E+00
  5291   0.934538E-01   0.228088E-02  -0.203296E-02   0.474712E+04   0.282878E+00
  5292   0.931650E-01   0.227344E-02  -0.201290E-02   0.474363E+04   0.282598E+00
  5293   0.928763E-01   0.226608E-02  -0.199292E-02   0.474014E+04   0.282350E+00
  5294   0.925873E-01   0.225879E-02  -0.197304E-02   0.473665E+04   0.282122E+00
  5295   0.922984E-01   0.225157E-02  -0.195325E-02   0.473317E+04   0.281913E+00
  5296   0.920091E-01   0.224441E-02  -0.193358E-02   0.472969E+04   0.281689E+00
  5297   0.917201E-01   0.223734E-02  -0.191400E-02   0.472621E+04   0.281439E+00
  5298   0.914307E-01   0.223032E-02  -0.189455E-02   0.472273E+04   0.281151E+00
  5299   0.911416E-01   0.222338E-02  -0.187519E-02   0.471926E+04   0.280842E+00
  5300   0.908522E-01   0.221651E-02  -0.185597E-02   0.471579E+04   0.280526E+00
  5301   0.905630E-01   0.220971E-02  -0.183685E-02   0.471232E+04   0.280228E+00
  5302   0.902736E-01   0.220298E-02  -0.181788E-02   0.470885E+04   0.279954E+00
  5303   0.899845E-01   0.219631E-02  -0.179903E-02   0.470539E+04   0.279709E+00
  5304   0.896952E-01   0.218972E-02  -0.178032E-02   0.470193E+04   0.279481E+00
  5305   0.894062E-01   0.218320E-02  -0.176174E-02   0.469847E+04   0.279264E+00
  5306   0.891170E-01   0.217674E-02  -0.174332E-02   0.469501E+04   0.279044E+00
  5307   0.888282E-01   0.217035E-02  -0.172502E-02   0.469156E+04   0.278810E+00
  5308   0.885393E-01   0.216403E-02  -0.170689E-02   0.468810E+04   0.278545E+00
  5309   0.882507E-01   0.215778E-02  -0.168889E-02   0.468465E+04   0.278255E+00
  5310   0.879620E-01   0.215159E-02  -0.167107E-02   0.468121E+04   0.277944E+00
  5311   0.876738E-01   0.214548E-02  -0.165339E-02   0.467776E+04   0.277639E+00
  5312   0.873855E-01   0.213943E-02  -0.163589E-02   0.467432E+04   0.277355E+00
  5313   0.870977E-01   0.213344E-02  -0.161853E-02   0.467088E+04   0.277108E+00
  5314   0.868098E-01   0.212752E-02  -0.160137E-02   0.466744E+04   0.276885E+00
  5315   0.865224E-01   0.212167E-02  -0.158435E-02   0.466400E+04   0.276678E+00
  5316   0.862351E-01   0.211588E-02  -0.156753E-02   0.466057E+04   0.276463E+00
  5317   0.859482E-01   0.211017E-02  -0.155087E-02   0.465714E+04   0.276233E+00
  5318   0.856615E-01   0.210451E-02  -0.153440E-02   0.465371E+04   0.275979E+00
  5319   0.853753E-01   0.209891E-02  -0.151810E-02   0.465028E+04   0.275704E+00
  5320   0.850892E-01   0.209338E-02  -0.150201E-02   0.464686E+04   0.275412E+00
  5321   0.848037E-01   0.208792E-02  -0.148608E-02   0.464343E+04   0.275118E+00
  5322   0.845184E-01   0.208251E-02  -0.147036E-02   0.464001E+04   0.274833E+00
  5323   0.842336E-01   0.207717E-02  -0.145482E-02   0.463660E+04   0.274576E+00
  5324   0.839491E-01   0.207188E-02  -0.143949E-02   0.463318E+04   0.274347E+00
  5325   0.836652E-01   0.206666E-02  -0.142434E-02   0.462977E+04   0.274145E+00
  5326   0.833816E-01   0.206150E-02  -0.140941E-02   0.462636E+04   0.273946E+00
  5327   0.830986E-01   0.205640E-02  -0.139466E-02   0.462295E+04   0.273735E+00
  5328   0.828159E-01   0.205135E-02  -0.138014E-02   0.461954E+04   0.273492E+00
  5329   0.825339E-01   0.204637E-02  -0.136581E-02   0.461614E+04   0.273228E+00
  5330   0.822523E-01   0.204144E-02  -0.135170E-02   0.461274E+04   0.272943E+00
  5331   0.819714E-01   0.203657E-02  -0.133778E-02   0.460934E+04   0.272657E+00
  5332   0.816909E-01   0.203175E-02  -0.132410E-02   0.460594E+04   0.272380E+00
  5333   0.814111E-01   0.202699E-02  -0.131061E-02   0.460255E+04   0.272127E+00
  5334   0.811318E-01   0.202228E-02  -0.129736E-02   0.459916E+04   0.271895E+00
  5335   0.808532E-01   0.201763E-02  -0.128430E-02   0.459577E+04   0.271687E+00
  5336   0.805752E-01   0.201303E-02  -0.127148E-02   0.459238E+04   0.271488E+00
  5337   0.802979E-01   0.200848E-02  -0.125887E-02   0.458900E+04   0.271288E+00
  5338   0.800212E-01   0.200399E-02  -0.124649E-02   0.458561E+04   0.271067E+00
  5339   0.797452E-01   0.199955E-02  -0.123432E-02   0.458223E+04   0.270819E+00
  5340   0.794699E-01   0.199515E-02  -0.122240E-02   0.457885E+04   0.270546E+00
  5341   0.791954E-01   0.199081E-02  -0.121068E-02   0.457548E+04   0.270263E+00
  5342   0.789216E-01   0.198651E-02  -0.119920E-02   0.457210E+04   0.269985E+00
  5343   0.786485E-01   0.198226E-02  -0.118793E-02   0.456873E+04   0.269731E+00
  5344   0.783763E-01   0.197806E-02  -0.117691E-02   0.456536E+04   0.269504E+00
  5345   0.781048E-01   0.197391E-02  -0.116610E-02   0.456200E+04   0.269302E+00
  5346   0.778342E-01   0.196980E-02  -0.115554E-02   0.455863E+04   0.269108E+00
  5347   0.775644E-01   0.196573E-02  -0.114519E-02   0.455527E+04   0.268914E+00
  5348   0.772954E-01   0.196171E-02  -0.113508E-02   0.455191E+04   0.268703E+00
  5349   0.770273E-01   0.195773E-02  -0.112519E-02   0.454855E+04   0.268472E+00
  5350   0.767601E-01   0.195380E-02  -0.111555E-02   0.454520E+04   0.268217E+00
  5351   0.764938E-01   0.194990E-02  -0.110613E-02   0.454184E+04   0.267949E+00
  5352   0.762284E-01   0.194604E-02  -0.109695E-02   0.453849E+04   0.267678E+00
  5353   0.759639E-01   0.194223E-02  -0.108799E-02   0.453514E+04   0.267421E+00
  5354   0.757004E-01   0.193845E-02  -0.107928E-02   0.453180E+04   0.267189E+00
  5355   0.754379E-01   0.193471E-02  -0.107078E-02   0.452845E+04   0.266987E+00
  5356   0.751763E-01   0.193101E-02  -0.106254E-02   0.452511E+04   0.266803E+00
  5357   0.749157E-01   0.192734E-02  -0.105451E-02   0.452177E+04   0.266623E+00
  5358   0.746562E-01   0.192371E-02  -0.104673E-02   0.451843E+04   0.266426E+00
  5359   0.743976E-01   0.192011E-02  -0.103916E-02   0.451510E+04   0.266206E+00
  5360   0.741401E-01   0.191654E-02  -0.103184E-02   0.451177E+04   0.265961E+00
  5361   0.738837E-01   0.191301E-02  -0.102474E-02   0.450844E+04   0.265702E+00
  5362   0.736283E-01   0.190951E-02  -0.101788E-02   0.450511E+04   0.265439E+00
  5363   0.733740E-01   0.190604E-02  -0.101124E-02   0.450178E+04   0.265190E+00
  5364   0.731209E-01   0.190259E-02  -0.100484E-02   0.449846E+04   0.264958E+00
  5365   0.728688E-01   0.189918E-02  -0.998663E-03   0.449514E+04   0.264750E+00
  5366   0.726179E-01   0.189579E-02  -0.992722E-03   0.449182E+04   0.264563E+00
  5367   0.723680E-01   0.189243E-02  -0.986997E-03   0.448850E+04   0.264388E+00
  5368   0.721194E-01   0.188909E-02  -0.981509E-03   0.448518E+04   0.264207E+00
  5369   0.718719E-01   0.188579E-02  -0.976236E-03   0.448187E+04   0.264009E+00
  5370   0.716256E-01   0.188250E-02  -0.971197E-03   0.447856E+04   0.263781E+00
  5371   0.713805E-01   0.187924E-02  -0.966371E-03   0.447525E+04   0.263531E+00
  5372   0.711366E-01   0.187599E-02  -0.961776E-03   0.447195E+04   0.263272E+00
  5373   0.708939E-01   0.187278E-02  -0.957393E-03   0.446864E+04   0.263022E+00
  5374   0.706525E-01   0.186958E-02  -0.953239E-03   0.446534E+04   0.262795E+00
  5375   0.704122E-01   0.186640E-02  -0.949292E-03   0.446204E+04   0.262594E+00
  5376   0.701733E-01   0.186324E-02  -0.945572E-03   0.445875E+04   0.262411E+00
  5377   0.699355E-01   0.186009E-02  -0.942058E-03   0.445545E+04   0.262238E+00
  5378   0.696992E-01   0.185696E-02  -0.938765E-03   0.445216E+04   0.262064E+00
  5379   0.694640E-01   0.185386E-02  -0.935677E-03   0.444887E+04   0.261878E+00
  5380   0.692302E-01   0.185076E-02  -0.932805E-03   0.444558E+04   0.261672E+00
  5381   0.689976E-01   0.184768E-02  -0.930135E-03   0.444229E+04   0.261444E+00
  5382   0.687664E-01   0.184461E-02  -0.927680E-03   0.443901E+04   0.261198E+00
  5383   0.685365E-01   0.184155E-02  -0.925421E-03   0.443573E+04   0.260950E+00
  5384   0.683080E-01   0.183850E-02  -0.923373E-03   0.443245E+04   0.260716E+00
  5385   0.680807E-01   0.183547E-02  -0.921519E-03   0.442917E+04   0.260510E+00
  5386   0.678549E-01   0.183244E-02  -0.919869E-03   0.442590E+04   0.260332E+00
  5387   0.676304E-01   0.182943E-02  -0.918411E-03   0.442263E+04   0.260168E+00
  5388   0.674073E-01   0.182641E-02  -0.917152E-03   0.441936E+04   0.260004E+00
  5389   0.671855E-01   0.182341E-02  -0.916081E-03   0.441609E+04   0.259827E+00
  5390   0.669652E-01   0.182042E-02  -0.915205E-03   0.441282E+04   0.259629E+00
  5391   0.667461E-01   0.181743E-02  -0.914513E-03   0.440956E+04   0.259413E+00
  5392   0.665286E-01   0.181444E-02  -0.914011E-03   0.440630E+04   0.259183E+00
  5393   0.663124E-01   0.181146E-02  -0.913689E-03   0.440304E+04   0.258949E+00
  5394   0.660977E-01   0.180848E-02  -0.913551E-03   0.439978E+04   0.258721E+00
  5395   0.658843E-01   0.180550E-02  -0.913588E-03   0.439653E+04   0.258509E+00
  5396   0.656724E-01   0.180252E-02  -0.913805E-03   0.439327E+04   0.258321E+00
  5397   0.654619E-01   0.179955E-02  -0.914192E-03   0.439002E+04   0.258159E+00
  5398   0.652529E-01   0.179657E-02  -0.914752E-03   0.438677E+04   0.258005E+00
  5399   0.650453E-01   0.179360E-02  -0.915478E-03   0.438353E+04   0.257846E+00
  5400   0.648392E-01   0.179062E-02  -0.916372E-03   0.438028E+04   0.257666E+00
  5401   0.646344E-01   0.178764E-02  -0.917426E-03   0.437704E+04   0.257463E+00
  5402   0.644309E-01   0.178465E-02  -0.918654E-03   0.437380E+04   0.257239E+00
  5403   0.642294E-01   0.178166E-02  -0.920016E-03   0.437057E+04   0.257015E+00
  5404   0.640288E-01   0.177867E-02  -0.921555E-03   0.436733E+04   0.256794E+00
  5405   0.638303E-01   0.177567E-02  -0.923224E-03   0.436410E+04   0.256594E+00
  5406   0.636326E-01   0.177267E-02  -0.925064E-03   0.436087E+04   0.256407E+00
  5407   0.634370E-01   0.176966E-02  -0.927026E-03   0.435764E+04   0.256242E+00
  5408   0.632423E-01   0.176664E-02  -0.929156E-03   0.435441E+04   0.256086E+00
  5409   0.630496E-01   0.176362E-02  -0.931401E-03   0.435119E+04   0.255936E+00
  5410   0.628579E-01   0.176058E-02  -0.933808E-03   0.434797E+04   0.255769E+00
  5411   0.626682E-01   0.175754E-02  -0.936326E-03   0.434475E+04   0.255589E+00
  5412   0.624794E-01   0.175448E-02  -0.938997E-03   0.434153E+04   0.255382E+00
  5413   0.622927E-01   0.175142E-02  -0.941774E-03   0.433831E+04   0.255166E+00
  5414   0.621069E-01   0.174834E-02  -0.944698E-03   0.433510E+04   0.254946E+00
  5415   0.619231E-01   0.174525E-02  -0.947721E-03   0.433189E+04   0.254746E+00
  5416   0.617403E-01   0.174215E-02  -0.950886E-03   0.432868E+04   0.254562E+00
  5417   0.615595E-01   0.173904E-02  -0.954143E-03   0.432547E+04   0.254403E+00
  5418   0.613797E-01   0.173591E-02  -0.957537E-03   0.432227E+04   0.254249E+00
  5419   0.612019E-01   0.173277E-02  -0.961017E-03   0.431907E+04   0.254103E+00
  5420   0.610250E-01   0.172962E-02  -0.964626E-03   0.431587E+04   0.253943E+00
  5421   0.608502E-01   0.172645E-02  -0.968316E-03   0.431267E+04   0.253773E+00
  5422   0.606766E-01   0.172326E-02  -0.972113E-03   0.430947E+04   0.253585E+00
  5423   0.605044E-01   0.172006E-02  -0.976014E-03   0.430628E+04   0.253383E+00
  5424   0.603338E-01   0.171684E-02  -0.980002E-03   0.430309E+04   0.253178E+00
  5425   0.601646E-01   0.171360E-02  -0.984086E-03   0.429990E+04   0.252977E+00
  5426   0.599969E-01   0.171035E-02  -0.988251E-03   0.429671E+04   0.252795E+00
  5427   0.598307E-01   0.170708E-02  -0.992505E-03   0.429352E+04   0.252631E+00
  5428   0.596660E-01   0.170379E-02  -0.996835E-03   0.429034E+04   0.252486E+00
  5429   0.595026E-01   0.170048E-02  -0.100125E-02   0.428716E+04   0.252345E+00
  5430   0.593409E-01   0.169716E-02  -0.100573E-02   0.428398E+04   0.252200E+00
  5431   0.591805E-01   0.169381E-02  -0.101029E-02   0.428080E+04   0.252039E+00
  5432   0.590216E-01   0.169045E-02  -0.101491E-02   0.427763E+04   0.251862E+00
  5433   0.588641E-01   0.168706E-02  -0.101959E-02   0.427446E+04   0.251669E+00
  5434   0.587082E-01   0.168366E-02  -0.102434E-02   0.427129E+04   0.251475E+00
  5435   0.585536E-01   0.168023E-02  -0.102914E-02   0.426812E+04   0.251284E+00
  5436   0.584005E-01   0.167678E-02  -0.103400E-02   0.426495E+04   0.251107E+00
  5437   0.582488E-01   0.167331E-02  -0.103891E-02   0.426179E+04   0.250944E+00
  5438   0.580986E-01   0.166982E-02  -0.104387E-02   0.425863E+04   0.250798E+00
  5439   0.579497E-01   0.166630E-02  -0.104888E-02   0.425547E+04   0.250658E+00
  5440   0.578024E-01   0.166277E-02  -0.105392E-02   0.425231E+04   0.250520E+00
  5441   0.576563E-01   0.165920E-02  -0.105900E-02   0.424916E+04   0.250370E+00
  5442   0.575118E-01   0.165563E-02  -0.106412E-02   0.424600E+04   0.250208E+00
  5443   0.573686E-01   0.165202E-02  -0.106927E-02   0.424285E+04   0.250027E+00
  5444   0.572268E-01   0.164839E-02  -0.107445E-02   0.423970E+04   0.249839E+00
  5445   0.570864E-01   0.164474E-02  -0.107965E-02   0.423656E+04   0.249650E+00
  5446   0.569474E-01   0.164107E-02  -0.108488E-02   0.423341E+04   0.249476E+00
  5447   0.568097E-01   0.163737E-02  -0.109013E-02   0.423027E+04   0.249317E+00
  5448   0.566734E-01   0.163365E-02  -0.109539E-02   0.422713E+04   0.249175E+00
  5449   0.565385E-01   0.162990E-02  -0.110066E-02   0.422399E+04   0.249039E+00
  5450   0.564049E-01   0.162613E-02  -0.110595E-02   0.422085E+04   0.248905E+00
  5451   0.562726E-01   0.162233E-02  -0.111124E-02   0.421772E+04   0.248762E+00
  5452   0.561417E-01   0.161852E-02  -0.111654E-02   0.421459E+04   0.248608E+00
  5453   0.560121E-01   0.161467E-02  -0.112184E-02   0.421146E+04   0.248441E+00
  5454   0.558839E-01   0.161081E-02  -0.112714E-02   0.420833E+04   0.248268E+00
  5455   0.557569E-01   0.160691E-02  -0.113243E-02   0.420520E+04   0.248089E+00
  5456   0.556313E-01   0.160300E-02  -0.113771E-02   0.420208E+04   0.247918E+00
  5457   0.555069E-01   0.159906E-02  -0.114298E-02   0.419896E+04   0.247759E+00
  5458   0.553838E-01   0.159510E-02  -0.114825E-02   0.419584E+04   0.247617E+00
  5459   0.552620E-01   0.159110E-02  -0.115349E-02   0.419272E+04   0.247485E+00
  5460   0.551414E-01   0.158709E-02  -0.115871E-02   0.418961E+04   0.247360E+00
  5461   0.550221E-01   0.158305E-02  -0.116391E-02   0.418649E+04   0.247226E+00
  5462   0.549040E-01   0.157899E-02  -0.116909E-02   0.418338E+04   0.247080E+00
  5463   0.547872E-01   0.157490E-02  -0.117424E-02   0.418027E+04   0.246920E+00
  5464   0.546716E-01   0.157080E-02  -0.117936E-02   0.417717E+04   0.246753E+00
  5465   0.545571E-01   0.156666E-02  -0.118444E-02   0.417406E+04   0.246584E+00
  5466   0.544439E-01   0.156250E-02  -0.118949E-02   0.417096E+04   0.246421E+00
  5467   0.543319E-01   0.155832E-02  -0.119450E-02   0.416786E+04   0.246266E+00
  5468   0.542210E-01   0.155411E-02  -0.119947E-02   0.416476E+04   0.246123E+00
  5469   0.541113E-01   0.154988E-02  -0.120440E-02   0.416167E+04   0.245989E+00
  5470   0.540028E-01   0.154563E-02  -0.120928E-02   0.415857E+04   0.245863E+00
  5471   0.538954E-01   0.154135E-02  -0.121411E-02   0.415548E+04   0.245735E+00
  5472   0.537892E-01   0.153705E-02  -0.121889E-02   0.415239E+04   0.245601E+00
  5473   0.536840E-01   0.153272E-02  -0.122362E-02   0.414930E+04   0.245452E+00
  5474   0.535800E-01   0.152838E-02  -0.122829E-02   0.414622E+04   0.245293E+00
  5475   0.534771E-01   0.152401E-02  -0.123290E-02   0.414313E+04   0.245128E+00
  5476   0.533752E-01   0.151962E-02  -0.123746E-02   0.414005E+04   0.244969E+00
  5477   0.532745E-01   0.151520E-02  -0.124195E-02   0.413697E+04   0.244818E+00
  5478   0.531748E-01   0.151077E-02  -0.124638E-02   0.413389E+04   0.244680E+00
  5479   0.530761E-01   0.150631E-02  -0.125074E-02   0.413082E+04   0.244551E+00
  5480   0.529785E-01   0.150183E-02  -0.125503E-02   0.412774E+04   0.244427E+00
  5481   0.528819E-01   0.149733E-02  -0.125925E-02   0.412467E+04   0.244301E+00
  5482   0.527864E-01   0.149281E-02  -0.126340E-02   0.412160E+04   0.244171E+00
  5483   0.526918E-01   0.148827E-02  -0.126747E-02   0.411854E+04   0.244032E+00
